Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Composure,Crossing,Curve,Dribbling,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Overall,Potential,Wage,Value
E. Seidou,France,US Orléans Loiret Football,LM LB ,25,1699,70.0,62.0,63.0,52.0,58.0,44.0,64.0,48.0,53.0,52.0,66.0,65.0,43.0,54.0,49.0,54.0,51.0,63.0,65.0,59.0,75.0,78.0,63.0,79.0,53.0,47.0,62,67,1000.0,325000.0
E. Kane,Senegal,Sandefjord Fotball,CB ,22,1399,78.0,66.0,68.0,56.0,29.0,28.0,43.0,31.0,54.0,64.0,63.0,36.0,23.0,59.0,30.0,23.0,54.0,42.0,35.0,61.0,79.0,74.0,63.0,78.0,30.0,30.0,62,70,1000.0,375000.0
T. Haitz,Germany,Sportfreunde Lotte,CB ,25,1319,49.0,58.0,46.0,46.0,22.0,20.0,37.0,21.0,59.0,59.0,66.0,41.0,32.0,62.0,35.0,23.0,49.0,51.0,45.0,63.0,61.0,54.0,61.0,77.0,29.0,26.0,62,65,1000.0,325000.0
M. Pawelec,Poland,Śląsk Wrocław,CB LB RB ,31,1626,64.0,70.0,61.0,62.0,50.0,36.0,51.0,46.0,53.0,72.0,76.0,55.0,55.0,66.0,42.0,51.0,52.0,61.0,43.0,70.0,37.0,61.0,67.0,63.0,40.0,49.0,62,62,2000.0,200000.0
R. Duffy,Wales,Notts County,CB ,31,1498,56.0,62.0,58.0,65.0,49.0,37.0,44.0,25.0,68.0,60.0,69.0,56.0,34.0,58.0,24.0,37.0,54.0,58.0,40.0,54.0,60.0,73.0,60.0,75.0,42.0,17.0,62,62,4000.0,200000.0
J. Justin,England,Luton Town,LB RB ,19,1513,68.0,52.0,62.0,53.0,60.0,34.0,61.0,35.0,56.0,50.0,50.0,55.0,29.0,58.0,38.0,43.0,51.0,60.0,45.0,61.0,72.0,70.0,64.0,61.0,49.0,32.0,62,77,2000.0,575000.0
T. Mahrer,Austria,SV Mattersburg,CB ,27,1305,48.0,56.0,48.0,64.0,28.0,30.0,33.0,25.0,78.0,58.0,49.0,36.0,26.0,62.0,41.0,28.0,49.0,50.0,43.0,63.0,49.0,64.0,58.0,82.0,26.0,23.0,62,64,4000.0,300000.0
K. Jakob,Germany,FC Augsburg,RB RM LM LB ,19,1566,69.0,61.0,68.0,46.0,58.0,43.0,57.0,39.0,59.0,59.0,58.0,54.0,41.0,55.0,43.0,40.0,58.0,64.0,46.0,58.0,68.0,67.0,56.0,59.0,41.0,35.0,62,74,2000.0,450000.0
O. Lund,Denmark,Lyngby BK,CB RB ,26,1593,66.0,41.0,62.0,55.0,60.0,48.0,61.0,37.0,62.0,54.0,81.0,58.0,40.0,58.0,36.0,43.0,60.0,59.0,36.0,62.0,68.0,68.0,62.0,72.0,52.0,33.0,62,63,2000.0,290000.0
S. Bösel,Germany,SG Sonnenhof Großaspach,RWB CM ,22,1685,66.0,79.0,76.0,60.0,47.0,43.0,55.0,38.0,48.0,54.0,80.0,58.0,57.0,49.0,39.0,63.0,68.0,61.0,60.0,51.0,66.0,83.0,56.0,62.0,59.0,45.0,62,68,1000.0,400000.0
S. Olivares,Argentina,Godoy Cruz,CB ,25,1445,61.0,60.0,58.0,39.0,43.0,37.0,38.0,34.0,66.0,55.0,72.0,38.0,28.0,65.0,38.0,47.0,56.0,41.0,28.0,61.0,53.0,67.0,62.0,73.0,42.0,27.0,62,68,2000.0,350000.0
N. Rinderknecht,Germany,SC Preußen Münster,CB CDM ,19,1630,62.0,70.0,65.0,53.0,46.0,39.0,55.0,39.0,54.0,58.0,76.0,58.0,41.0,57.0,48.0,43.0,54.0,61.0,58.0,65.0,65.0,70.0,66.0,76.0,51.0,37.0,62,78,2000.0,600000.0
J. Partington,Wales,Bristol Rovers,CDM CB RB ,27,1548,56.0,63.0,59.0,59.0,44.0,27.0,58.0,30.0,61.0,59.0,56.0,62.0,35.0,65.0,30.0,48.0,51.0,67.0,37.0,63.0,65.0,68.0,66.0,70.0,67.0,36.0,62,63,2000.0,280000.0
G. Pinaud,France,US Orléans Loiret Football,RB LB ,29,1515,60.0,78.0,62.0,53.0,65.0,45.0,48.0,47.0,40.0,61.0,35.0,49.0,39.0,62.0,43.0,50.0,55.0,61.0,29.0,58.0,55.0,72.0,64.0,62.0,50.0,30.0,62,62,1000.0,230000.0
H. Lennon,England,Charlton Athletic,LB CB ,22,1347,66.0,43.0,66.0,56.0,24.0,24.0,26.0,31.0,64.0,61.0,73.0,31.0,19.0,64.0,37.0,29.0,52.0,42.0,38.0,64.0,72.0,61.0,65.0,74.0,33.0,24.0,62,67,2000.0,350000.0
C. Daniel,England,Blackpool,LWB LB ST LM ,29,1745,82.0,49.0,79.0,47.0,58.0,53.0,64.0,59.0,48.0,51.0,79.0,52.0,54.0,47.0,52.0,54.0,43.0,60.0,70.0,49.0,88.0,74.0,50.0,84.0,49.0,58.0,62,62,2000.0,300000.0
D. Winnard,England,Morecambe,LB CB ,27,1502,73.0,69.0,71.0,58.0,45.0,43.0,38.0,28.0,56.0,60.0,87.0,43.0,25.0,60.0,27.0,35.0,48.0,49.0,26.0,57.0,74.0,82.0,62.0,71.0,41.0,23.0,62,64,2000.0,300000.0
K. Knops,Netherlands,Port Vale,CB LB ,29,1679,67.0,63.0,63.0,57.0,65.0,55.0,59.0,54.0,64.0,53.0,69.0,53.0,48.0,56.0,45.0,47.0,62.0,58.0,46.0,58.0,68.0,72.0,60.0,75.0,52.0,39.0,62,62,3000.0,230000.0
R. Samnick,France,La Berrichonne de Châteauroux,CB ,24,1455,67.0,56.0,67.0,54.0,31.0,32.0,34.0,28.0,54.0,64.0,91.0,37.0,28.0,62.0,44.0,28.0,54.0,47.0,54.0,63.0,66.0,58.0,63.0,67.0,37.0,33.0,62,68,1000.0,350000.0
A. Bennett,Republic of Ireland,Cork City,CB ,35,1146,29.0,72.0,29.0,58.0,19.0,20.0,19.0,16.0,59.0,59.0,33.0,32.0,19.0,60.0,25.0,26.0,50.0,47.0,45.0,61.0,32.0,32.0,63.0,88.0,31.0,29.0,62,62,1000.0,70000.0
A. Nura,Nigeria,Roma,RB ,19,1525,74.0,63.0,58.0,58.0,57.0,32.0,60.0,21.0,48.0,58.0,61.0,34.0,44.0,58.0,28.0,48.0,62.0,42.0,57.0,62.0,77.0,62.0,63.0,66.0,41.0,38.0,62,74,5000.0,450000.0
T. Brown,Wales,Exeter City,CB ,26,1481,62.0,61.0,67.0,53.0,34.0,33.0,30.0,30.0,63.0,55.0,87.0,56.0,20.0,56.0,31.0,38.0,53.0,58.0,51.0,60.0,67.0,80.0,60.0,82.0,41.0,25.0,62,64,3000.0,300000.0
M. Haukås,Norway,Viking FK,CB CM RM LM ,30,1771,60.0,65.0,57.0,55.0,63.0,65.0,62.0,56.0,64.0,58.0,47.0,62.0,63.0,63.0,50.0,60.0,58.0,64.0,69.0,55.0,64.0,66.0,60.0,85.0,54.0,59.0,62,62,1000.0,290000.0
S. Boyd,Scotland,Kilmarnock,CB ,31,1460,44.0,65.0,51.0,62.0,45.0,49.0,43.0,45.0,62.0,61.0,47.0,56.0,21.0,58.0,41.0,12.0,47.0,54.0,48.0,57.0,55.0,59.0,63.0,79.0,48.0,55.0,62,62,2000.0,200000.0
M. Pearson,England,Barnsley,RB LB ,23,1628,69.0,60.0,61.0,62.0,57.0,39.0,52.0,33.0,62.0,61.0,71.0,54.0,51.0,61.0,51.0,48.0,53.0,58.0,53.0,64.0,66.0,70.0,64.0,75.0,35.0,35.0,62,67,2000.0,350000.0
M. Hazazi,Saudi Arabia,Al Fateh,RM RB ,29,1687,87.0,62.0,82.0,55.0,59.0,59.0,63.0,47.0,41.0,55.0,72.0,56.0,48.0,59.0,36.0,58.0,57.0,56.0,46.0,57.0,79.0,80.0,60.0,55.0,40.0,59.0,62,62,5000.0,230000.0
Y. Al Musallam,Saudi Arabia,Al Raed,CB ,31,1306,55.0,74.0,34.0,40.0,25.0,22.0,27.0,24.0,73.0,53.0,72.0,30.0,18.0,60.0,37.0,28.0,67.0,35.0,38.0,61.0,33.0,81.0,60.0,81.0,35.0,25.0,62,62,4000.0,200000.0
I. La Rocca,Italy,Melbourne City,CB ,33,1502,51.0,62.0,39.0,56.0,43.0,32.0,52.0,52.0,65.0,54.0,56.0,54.0,47.0,61.0,53.0,34.0,52.0,60.0,57.0,59.0,37.0,63.0,62.0,80.0,41.0,41.0,62,62,2000.0,120000.0
T. Shimohira,Japan,Yokohama F. Marinos,LB ,28,1570,62.0,61.0,69.0,52.0,65.0,40.0,67.0,36.0,62.0,65.0,57.0,38.0,51.0,58.0,30.0,35.0,72.0,63.0,61.0,57.0,60.0,40.0,64.0,60.0,41.0,27.0,62,62,2000.0,240000.0
Ione Cabrera,Spain,FC Admira Wacker Mödling,CB ,31,1553,36.0,61.0,57.0,55.0,45.0,60.0,28.0,62.0,63.0,61.0,76.0,51.0,46.0,55.0,61.0,25.0,56.0,57.0,47.0,60.0,37.0,78.0,62.0,79.0,40.0,30.0,62,62,2000.0,200000.0
M. Ristl,Germany,FC Sochaux-Montbéliard,CB CM CDM ,20,1566,63.0,62.0,65.0,52.0,50.0,44.0,56.0,42.0,60.0,58.0,55.0,61.0,40.0,62.0,45.0,36.0,59.0,69.0,54.0,69.0,53.0,47.0,65.0,58.0,46.0,34.0,62,72,1000.0,425000.0
Josín,Spain,Real Oviedo,CB ,19,1455,60.0,58.0,60.0,54.0,37.0,44.0,37.0,29.0,64.0,60.0,68.0,48.0,21.0,60.0,45.0,33.0,57.0,57.0,45.0,64.0,64.0,56.0,65.0,62.0,39.0,29.0,62,72,1000.0,425000.0
L. Germoni,Italy,Parma,LB ,19,1494,66.0,58.0,58.0,58.0,59.0,34.0,52.0,35.0,51.0,58.0,46.0,53.0,35.0,62.0,40.0,46.0,62.0,58.0,31.0,61.0,65.0,64.0,63.0,68.0,42.0,27.0,62,76,4000.0,575000.0
J. Chabot,Germany,Sparta Rotterdam,CB ,19,1313,40.0,79.0,47.0,52.0,33.0,31.0,30.0,30.0,62.0,59.0,45.0,48.0,23.0,54.0,41.0,23.0,55.0,54.0,40.0,55.0,45.0,59.0,60.0,84.0,35.0,36.0,62,72,1000.0,425000.0
M. Seck,Senegal,Empoli,LB ,21,1625,68.0,59.0,65.0,54.0,66.0,44.0,57.0,46.0,55.0,58.0,55.0,58.0,49.0,60.0,48.0,58.0,63.0,57.0,51.0,60.0,70.0,56.0,61.0,58.0,52.0,42.0,62,71,7000.0,400000.0
A. Kellett,England,Chesterfield,LWB ,23,1545,75.0,55.0,75.0,67.0,58.0,33.0,68.0,31.0,44.0,57.0,60.0,54.0,28.0,63.0,37.0,56.0,48.0,56.0,34.0,63.0,78.0,64.0,61.0,60.0,32.0,41.0,62,67,2000.0,350000.0
N. Sakurauchi,Japan,Júbilo Iwata,CB RB ,27,1520,66.0,59.0,75.0,57.0,64.0,29.0,46.0,29.0,62.0,58.0,81.0,52.0,26.0,66.0,34.0,36.0,54.0,56.0,31.0,60.0,73.0,68.0,64.0,71.0,32.0,45.0,62,62,1000.0,250000.0
T. Efouba Ayissi,France,FC Metz,CDM RB ,20,1642,68.0,68.0,58.0,60.0,46.0,41.0,57.0,47.0,58.0,51.0,56.0,58.0,37.0,53.0,48.0,58.0,58.0,66.0,65.0,69.0,68.0,66.0,66.0,70.0,56.0,43.0,62,74,2000.0,475000.0
J. Arctander Moe,Norway,Stabæk Fotball,CB LB ,21,1548,68.0,60.0,58.0,57.0,59.0,54.0,56.0,46.0,58.0,68.0,69.0,36.0,30.0,59.0,37.0,43.0,57.0,55.0,52.0,57.0,70.0,69.0,61.0,56.0,45.0,23.0,62,72,1000.0,425000.0
C. Connolly,England,Ipswich Town,CB RB ,19,1574,63.0,54.0,60.0,49.0,45.0,37.0,63.0,40.0,64.0,56.0,68.0,59.0,37.0,59.0,50.0,50.0,60.0,62.0,53.0,64.0,63.0,69.0,67.0,52.0,40.0,32.0,62,77,7000.0,575000.0
A. Robinson,England,Bolton Wanderers,LB ,19,1497,82.0,55.0,54.0,42.0,55.0,35.0,65.0,39.0,52.0,60.0,54.0,33.0,31.0,59.0,45.0,49.0,63.0,37.0,32.0,65.0,85.0,57.0,64.0,43.0,40.0,32.0,62,78,7000.0,575000.0
Q. Maceiras,Switzerland,FC Sion,RB ,21,1659,80.0,51.0,64.0,60.0,49.0,57.0,67.0,31.0,47.0,52.0,62.0,50.0,59.0,59.0,37.0,62.0,59.0,55.0,60.0,59.0,83.0,73.0,65.0,68.0,55.0,22.0,62,76,3000.0,600000.0
W. Boyacá,Colombia,La Equidad,LM LB ,27,1636,73.0,59.0,80.0,48.0,55.0,60.0,58.0,49.0,63.0,63.0,57.0,55.0,49.0,47.0,28.0,42.0,65.0,58.0,53.0,54.0,70.0,76.0,57.0,59.0,58.0,23.0,62,63,1000.0,280000.0
E. Käck,Sweden,Djurgårdens IF,LB ,27,1721,87.0,46.0,71.0,55.0,66.0,67.0,58.0,54.0,48.0,50.0,80.0,56.0,55.0,50.0,39.0,48.0,51.0,56.0,68.0,58.0,83.0,86.0,57.0,50.0,62.0,43.0,62,62,1000.0,250000.0
Y. Tamura,Japan,Urawa Red Diamonds,CB ,24,1289,72.0,70.0,32.0,57.0,20.0,13.0,26.0,19.0,64.0,52.0,69.0,45.0,12.0,57.0,24.0,29.0,50.0,58.0,48.0,59.0,70.0,60.0,60.0,85.0,46.0,11.0,62,65,2000.0,325000.0
P. Puchegger,Austria,SK Sturm Graz,LB ,22,1524,65.0,53.0,46.0,44.0,63.0,52.0,57.0,44.0,52.0,58.0,58.0,49.0,45.0,62.0,42.0,45.0,63.0,56.0,32.0,64.0,68.0,65.0,61.0,60.0,37.0,26.0,62,71,3000.0,400000.0
G. Arteaga,Mexico,Santos Laguna,LB ,18,1596,62.0,45.0,61.0,48.0,65.0,45.0,60.0,39.0,55.0,62.0,55.0,58.0,39.0,60.0,52.0,57.0,51.0,62.0,58.0,61.0,63.0,67.0,63.0,51.0,50.0,38.0,62,72,2000.0,375000.0
K. Bielik,Poland,Arsenal,CDM CB ,19,1577,51.0,71.0,58.0,55.0,49.0,48.0,61.0,43.0,55.0,61.0,52.0,60.0,47.0,58.0,42.0,53.0,55.0,65.0,57.0,60.0,50.0,39.0,61.0,74.0,66.0,46.0,62,77,7000.0,600000.0
M. Nakkim,Norway,Vålerenga Fotball,CB ,20,1420,54.0,66.0,54.0,63.0,32.0,27.0,40.0,32.0,60.0,56.0,70.0,50.0,24.0,62.0,43.0,27.0,52.0,61.0,54.0,61.0,54.0,62.0,65.0,68.0,28.0,32.0,62,76,1000.0,600000.0
P. Szymiński,Poland,Palermo,CB ,23,1458,61.0,44.0,61.0,64.0,48.0,35.0,41.0,30.0,62.0,63.0,57.0,53.0,29.0,64.0,39.0,42.0,64.0,56.0,39.0,63.0,57.0,64.0,66.0,62.0,33.0,28.0,62,68,1000.0,350000.0
H. Wingo,United States,Seattle Sounders FC,RB LM RM ,21,1625,76.0,43.0,65.0,55.0,54.0,43.0,61.0,42.0,51.0,42.0,65.0,57.0,49.0,42.0,49.0,51.0,53.0,59.0,71.0,43.0,80.0,79.0,48.0,69.0,55.0,59.0,62,70,1000.0,450000.0
C. van Berkel,Netherlands,Sandefjord Fotball,LB CB ,25,1618,75.0,59.0,70.0,60.0,50.0,57.0,60.0,20.0,54.0,57.0,82.0,65.0,48.0,66.0,30.0,35.0,58.0,60.0,65.0,62.0,71.0,71.0,60.0,65.0,30.0,34.0,62,69,1000.0,350000.0
M. Johansson,Sweden,Halmstads BK,CB ,23,1308,50.0,69.0,53.0,59.0,22.0,22.0,34.0,21.0,64.0,60.0,43.0,49.0,24.0,62.0,38.0,28.0,61.0,49.0,31.0,56.0,55.0,65.0,56.0,87.0,26.0,22.0,62,68,1000.0,350000.0
F. Arkenberg,Germany,Hannover 96,CB RB ,21,1465,76.0,58.0,50.0,50.0,58.0,39.0,53.0,20.0,53.0,57.0,68.0,43.0,25.0,65.0,45.0,38.0,54.0,53.0,46.0,64.0,69.0,64.0,65.0,68.0,36.0,24.0,62,72,5000.0,425000.0
Nahuel,Spain,CD Tenerife,RB LB ,21,1613,81.0,60.0,72.0,51.0,57.0,35.0,65.0,43.0,55.0,56.0,71.0,38.0,38.0,56.0,48.0,47.0,56.0,59.0,42.0,57.0,78.0,68.0,61.0,60.0,48.0,31.0,62,73,1000.0,450000.0
R. Tongyik,Australia,Melbourne City,CB ,20,1386,68.0,40.0,36.0,69.0,24.0,27.0,58.0,26.0,63.0,61.0,83.0,34.0,21.0,51.0,30.0,25.0,59.0,63.0,36.0,52.0,68.0,71.0,67.0,82.0,27.0,20.0,62,72,2000.0,425000.0
J. Pierre-Charles,France,Valenciennes FC,LM LB ,23,1503,70.0,59.0,64.0,54.0,57.0,32.0,50.0,30.0,59.0,62.0,68.0,55.0,31.0,63.0,37.0,40.0,53.0,56.0,40.0,64.0,66.0,65.0,65.0,60.0,43.0,25.0,62,70,1000.0,375000.0
A. Mójta,Poland,Piast Gliwice,LB ,31,1784,70.0,74.0,56.0,54.0,68.0,56.0,62.0,65.0,60.0,51.0,73.0,59.0,64.0,56.0,64.0,60.0,62.0,60.0,68.0,60.0,65.0,71.0,57.0,56.0,56.0,48.0,62,62,2000.0,200000.0
A. Díaz,Colombia,Atlético Bucaramanga,LB ,28,1732,69.0,63.0,71.0,59.0,62.0,63.0,62.0,40.0,49.0,60.0,78.0,58.0,55.0,59.0,42.0,58.0,57.0,63.0,67.0,62.0,66.0,66.0,58.0,56.0,52.0,54.0,62,62,1000.0,240000.0
M. Muscat,Malta,Melbourne City,CB RB LB ,32,1661,53.0,80.0,66.0,55.0,52.0,46.0,57.0,36.0,56.0,61.0,73.0,54.0,35.0,64.0,47.0,59.0,58.0,58.0,47.0,66.0,52.0,73.0,62.0,81.0,50.0,40.0,62,62,2000.0,170000.0
S. Polat,Turkey,Atiker Konyaspor,RB ,20,1490,76.0,74.0,60.0,39.0,40.0,35.0,64.0,37.0,46.0,72.0,57.0,36.0,27.0,64.0,42.0,41.0,62.0,31.0,28.0,67.0,76.0,75.0,64.0,32.0,41.0,36.0,62,75,3000.0,525000.0
Sergi Álamo,Spain,Girona CF,LB ,19,1530,59.0,58.0,67.0,54.0,60.0,54.0,62.0,42.0,54.0,58.0,53.0,42.0,29.0,62.0,43.0,52.0,62.0,53.0,30.0,64.0,65.0,65.0,66.0,66.0,45.0,33.0,62,75,2000.0,500000.0
U. Taffertshofer,Germany,SpVgg Unterhaching,CB CDM ,25,1520,61.0,65.0,60.0,57.0,26.0,26.0,33.0,28.0,54.0,58.0,84.0,54.0,58.0,62.0,34.0,27.0,60.0,60.0,54.0,65.0,61.0,73.0,61.0,76.0,52.0,29.0,62,67,1000.0,350000.0
N. De Medina,Belgium,Royal Excel Mouscron,RB CB ,19,1559,68.0,63.0,66.0,56.0,56.0,31.0,56.0,34.0,60.0,56.0,70.0,58.0,34.0,60.0,32.0,18.0,54.0,61.0,43.0,61.0,73.0,58.0,63.0,68.0,37.0,56.0,62,74,1000.0,475000.0
F. Carvalho,Uruguay,Malmö FF,CB ,23,1455,64.0,85.0,29.0,55.0,28.0,28.0,45.0,28.0,73.0,45.0,78.0,57.0,31.0,51.0,34.0,34.0,57.0,50.0,75.0,54.0,80.0,50.0,51.0,93.0,44.0,24.0,62,69,1000.0,375000.0
Fran Manzanera,Spain,Levante UD,CDM CB ,20,1478,64.0,54.0,65.0,39.0,37.0,28.0,51.0,24.0,56.0,59.0,71.0,56.0,40.0,63.0,39.0,28.0,63.0,61.0,35.0,67.0,68.0,61.0,68.0,47.0,50.0,26.0,62,72,3000.0,425000.0
D. Jarl,Sweden,IK Sirius,CB ,25,1271,48.0,62.0,42.0,47.0,35.0,25.0,41.0,14.0,68.0,65.0,30.0,55.0,23.0,60.0,19.0,14.0,56.0,51.0,25.0,58.0,73.0,48.0,57.0,77.0,44.0,29.0,62,65,1000.0,325000.0
S. Muroya,Japan,F.C. Tokyo,RWB RB ,23,1536,74.0,47.0,61.0,52.0,68.0,34.0,40.0,33.0,45.0,57.0,55.0,55.0,57.0,56.0,37.0,40.0,58.0,57.0,57.0,58.0,71.0,61.0,63.0,56.0,36.0,25.0,62,70,2000.0,375000.0
Alberto López,Spain,Málaga CF,LB ,22,1684,71.0,65.0,68.0,49.0,60.0,48.0,54.0,49.0,56.0,70.0,71.0,56.0,49.0,60.0,70.0,48.0,57.0,60.0,60.0,54.0,70.0,64.0,59.0,57.0,44.0,36.0,62,68,3000.0,350000.0
D. Sterling,England,Chelsea,RM RB ,17,1549,73.0,59.0,60.0,49.0,55.0,35.0,69.0,34.0,56.0,54.0,60.0,38.0,37.0,60.0,43.0,42.0,58.0,54.0,53.0,67.0,75.0,59.0,64.0,70.0,46.0,29.0,62,82,8000.0,525000.0
L. Collins,England,Forest Green,RB CM CB CDM ,28,1680,72.0,61.0,68.0,61.0,54.0,38.0,57.0,28.0,62.0,60.0,75.0,54.0,32.0,60.0,57.0,43.0,63.0,60.0,57.0,61.0,69.0,77.0,62.0,76.0,49.0,55.0,62,62,3000.0,250000.0
J. Tveita,Norway,Sarpsborg 08 FF,RM RB LM ,25,1684,66.0,63.0,60.0,54.0,55.0,53.0,63.0,39.0,56.0,61.0,59.0,56.0,60.0,62.0,40.0,57.0,60.0,60.0,64.0,54.0,70.0,74.0,62.0,70.0,57.0,48.0,62,65,1000.0,375000.0
Yang Sang Min,Korea Republic,Suwon Samsung Bluewings,CB LB ,33,1755,56.0,64.0,61.0,56.0,62.0,60.0,63.0,63.0,63.0,63.0,78.0,57.0,55.0,64.0,51.0,55.0,60.0,62.0,70.0,61.0,57.0,51.0,65.0,75.0,58.0,32.0,62,62,2000.0,120000.0
Y. Songo'o,Cameroon,Plymouth Argyle,CDM CB ,25,1583,71.0,65.0,80.0,58.0,38.0,37.0,50.0,40.0,57.0,54.0,75.0,53.0,25.0,56.0,31.0,41.0,67.0,69.0,52.0,57.0,65.0,70.0,61.0,74.0,50.0,43.0,62,64,2000.0,300000.0
S. Çiftpınar,Turkey,Evkur Yeni Malatyaspor,CB ,24,1317,56.0,43.0,37.0,45.0,32.0,22.0,31.0,22.0,64.0,62.0,67.0,38.0,16.0,67.0,51.0,20.0,53.0,46.0,34.0,65.0,63.0,58.0,69.0,62.0,28.0,23.0,62,66,2000.0,325000.0
M. Kaffenberger,Germany,Werder Bremen II,RB CB ,20,1424,64.0,62.0,67.0,45.0,40.0,25.0,32.0,34.0,63.0,56.0,70.0,56.0,23.0,60.0,40.0,26.0,57.0,57.0,30.0,60.0,66.0,62.0,63.0,68.0,28.0,34.0,62,69,1000.0,375000.0
E. Tercero,Mexico,Lobos de la BUAP,RB ,21,1549,71.0,56.0,58.0,49.0,63.0,64.0,61.0,35.0,60.0,59.0,64.0,34.0,40.0,57.0,48.0,44.0,55.0,62.0,40.0,61.0,67.0,55.0,62.0,60.0,38.0,40.0,62,75,1000.0,525000.0
Hwang Jae Won,Korea Republic,Daegu FC,CB ,36,1445,39.0,65.0,67.0,58.0,41.0,41.0,48.0,36.0,64.0,55.0,80.0,38.0,38.0,57.0,35.0,27.0,55.0,66.0,44.0,57.0,54.0,41.0,58.0,80.0,51.0,34.0,62,62,1000.0,40000.0
C. Humphrey,Jamaica,Bury,RWB RM ,29,1585,85.0,44.0,81.0,47.0,54.0,62.0,63.0,45.0,39.0,31.0,71.0,45.0,55.0,33.0,44.0,54.0,55.0,55.0,60.0,31.0,87.0,81.0,35.0,62.0,51.0,33.0,62,62,2000.0,300000.0
Rodrigo Vuarte,Brazil,Vitória ,LB ,29,1667,53.0,66.0,42.0,58.0,70.0,45.0,56.0,51.0,53.0,67.0,62.0,59.0,52.0,52.0,58.0,57.0,53.0,57.0,53.0,62.0,71.0,61.0,61.0,65.0,65.0,47.0,62,62,3000.0,230000.0
M. Grösch,Germany,FC Carl Zeiss Jena,CDM RB CB ,23,1329,61.0,50.0,59.0,54.0,21.0,20.0,22.0,24.0,56.0,63.0,71.0,47.0,17.0,61.0,32.0,38.0,54.0,53.0,35.0,64.0,57.0,63.0,63.0,75.0,36.0,24.0,62,68,1000.0,350000.0
O. Beckles,England,Shrewsbury,CB ,25,1431,74.0,56.0,64.0,54.0,43.0,23.0,34.0,20.0,61.0,58.0,70.0,42.0,33.0,58.0,39.0,19.0,53.0,53.0,46.0,62.0,72.0,73.0,61.0,78.0,32.0,22.0,62,67,1000.0,350000.0
C. Woodman,England,Exeter City,LB ,34,1667,63.0,63.0,59.0,66.0,60.0,60.0,61.0,60.0,56.0,61.0,72.0,66.0,50.0,60.0,40.0,59.0,63.0,62.0,57.0,58.0,60.0,71.0,61.0,63.0,59.0,51.0,62,62,3000.0,90000.0
L. Öhman,Sweden,AFC Eskilstuna,CB ,25,1424,52.0,73.0,56.0,60.0,45.0,40.0,38.0,41.0,63.0,60.0,34.0,55.0,39.0,64.0,46.0,31.0,58.0,42.0,45.0,54.0,56.0,67.0,61.0,79.0,44.0,30.0,62,65,1000.0,325000.0
A. Al Dohaim,Saudi Arabia,Al Ittihad,RB CB ,23,1395,64.0,73.0,45.0,36.0,44.0,29.0,39.0,25.0,58.0,56.0,77.0,35.0,24.0,60.0,31.0,30.0,52.0,46.0,38.0,59.0,68.0,56.0,62.0,76.0,29.0,31.0,62,69,5000.0,375000.0
J. Dunleavy,Republic of Ireland,Cork City,CB LB RB ,25,1552,53.0,56.0,50.0,56.0,59.0,42.0,49.0,36.0,55.0,58.0,77.0,56.0,15.0,63.0,47.0,54.0,56.0,60.0,52.0,61.0,55.0,80.0,63.0,56.0,56.0,33.0,62,65,1000.0,325000.0
B. Karamoko,Ivory Coast,AS Saint-Étienne,CB ,22,1306,48.0,63.0,34.0,53.0,35.0,29.0,35.0,35.0,62.0,61.0,66.0,34.0,24.0,60.0,41.0,29.0,50.0,46.0,47.0,59.0,37.0,56.0,63.0,85.0,29.0,33.0,62,69,5000.0,375000.0
S. Reddemann,Germany,SV Wehen Wiesbaden,RB CB LB ,21,1400,59.0,58.0,51.0,44.0,47.0,29.0,40.0,27.0,67.0,64.0,45.0,31.0,21.0,66.0,41.0,27.0,63.0,58.0,44.0,62.0,56.0,69.0,64.0,77.0,29.0,31.0,62,75,1000.0,525000.0
M. Robinson,United States,Atlanta United FC,CB ,20,1422,76.0,72.0,46.0,55.0,26.0,29.0,38.0,22.0,64.0,59.0,78.0,49.0,27.0,59.0,41.0,26.0,50.0,53.0,49.0,58.0,80.0,67.0,59.0,75.0,27.0,36.0,62,74,1000.0,475000.0
J. McNerney,England,Crawley Town,CB ,27,1277,51.0,62.0,41.0,60.0,22.0,21.0,25.0,35.0,65.0,58.0,77.0,37.0,25.0,60.0,20.0,22.0,54.0,41.0,39.0,59.0,54.0,61.0,61.0,80.0,36.0,18.0,62,63,2000.0,290000.0
M. Knoester,Netherlands,Feyenoord,LB CB ,18,1403,64.0,62.0,42.0,54.0,32.0,29.0,41.0,24.0,58.0,65.0,67.0,61.0,23.0,63.0,40.0,30.0,57.0,52.0,48.0,60.0,66.0,68.0,66.0,68.0,27.0,27.0,62,80,2000.0,575000.0
Y. Coulibaly,Burkina Faso,Le Havre AC,LB ,22,1604,74.0,69.0,85.0,52.0,51.0,30.0,62.0,31.0,41.0,59.0,60.0,55.0,45.0,58.0,40.0,46.0,53.0,58.0,43.0,64.0,77.0,85.0,58.0,60.0,37.0,31.0,62,70,1000.0,375000.0
