Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Jumping,Long passing,Long shots,Penalties,Positioning,Short passing,Shot power,Sprint speed,Stamina,Vision,Volleys,Strength,Reactions,Overall,Potential,Wage,Value
J. Wright,England,Sheffield United,ST ,20,1468,69.0,70.0,74.0,65.0,60.0,54.0,34.0,35.0,60.0,57.0,40.0,47.0,71.0,25.0,57.0,56.0,60.0,48.0,63.0,67.0,60.0,52.0,55.0,61.0,56.0,59,74,5000.0,350000.0
Y. Fekir,France,Olympique Lyonnais,LW ,20,1525,70.0,58.0,65.0,77.0,62.0,49.0,60.0,53.0,64.0,57.0,59.0,47.0,49.0,52.0,46.0,58.0,54.0,58.0,62.0,68.0,54.0,52.0,56.0,39.0,46.0,59,71,7000.0,280000.0
A. McGowan,England,Morecambe,LWB LB RB RWB ,20,1465,76.0,55.0,74.0,75.0,50.0,50.0,52.0,30.0,55.0,29.0,35.0,47.0,75.0,33.0,31.0,37.0,35.0,50.0,24.0,67.0,65.0,42.0,26.0,62.0,57.0,59,69,1000.0,220000.0
H. Hyseni,Germany,SV Meppen,ST ,24,1396,53.0,56.0,46.0,41.0,56.0,57.0,29.0,29.0,57.0,62.0,30.0,65.0,69.0,30.0,46.0,62.0,60.0,49.0,58.0,53.0,62.0,55.0,45.0,86.0,48.0,59,62,2000.0,200000.0
S. Hirayama,Japan,Vegalta Sendai,ST ,32,1448,55.0,53.0,51.0,33.0,54.0,57.0,41.0,48.0,51.0,57.0,51.0,66.0,38.0,49.0,51.0,54.0,59.0,58.0,61.0,50.0,31.0,50.0,54.0,87.0,52.0,59,59,1000.0,120000.0
L. Scott,Australia,Western Sydney Wanderers,ST ,20,1397,67.0,55.0,68.0,67.0,56.0,51.0,41.0,37.0,55.0,64.0,27.0,53.0,64.0,26.0,48.0,54.0,56.0,46.0,59.0,72.0,67.0,44.0,34.0,67.0,51.0,59,69,1000.0,260000.0
E. Ayala,Mexico,Pachuca,ST ,21,1365,51.0,28.0,55.0,68.0,57.0,46.0,32.0,39.0,50.0,72.0,35.0,74.0,66.0,37.0,61.0,67.0,54.0,47.0,63.0,33.0,51.0,53.0,46.0,59.0,56.0,59,68,4000.0,240000.0
I. Akinade,Nigeria,Bohemian FC,ST ,23,1451,68.0,34.0,55.0,50.0,59.0,53.0,46.0,38.0,57.0,60.0,29.0,56.0,61.0,34.0,51.0,51.0,55.0,47.0,61.0,65.0,54.0,53.0,45.0,85.0,47.0,59,64,1000.0,210000.0
M. Entrup,Austria,SKN St. Pölten,ST ,19,1427,67.0,52.0,65.0,64.0,57.0,52.0,30.0,37.0,55.0,64.0,30.0,59.0,70.0,41.0,55.0,62.0,50.0,53.0,56.0,65.0,54.0,46.0,47.0,57.0,56.0,59,66,2000.0,220000.0
M. Górski,Poland,Korona Kielce,ST ,27,1538,80.0,52.0,78.0,67.0,60.0,59.0,50.0,44.0,67.0,57.0,33.0,48.0,78.0,35.0,53.0,48.0,37.0,57.0,55.0,79.0,54.0,55.0,50.0,75.0,67.0,59,59,2000.0,170000.0
V. Henry,France,Stade Brestois 29,ST LW ,23,1431,69.0,38.0,57.0,70.0,54.0,58.0,62.0,47.0,67.0,61.0,40.0,37.0,41.0,60.0,63.0,55.0,51.0,60.0,30.0,64.0,42.0,50.0,53.0,57.0,40.0,59,65,1000.0,210000.0
G. Cooper,England,Crewe Alexandra,RM LM LW ,20,1476,76.0,31.0,65.0,76.0,54.0,57.0,66.0,63.0,67.0,46.0,59.0,31.0,51.0,58.0,56.0,37.0,54.0,51.0,42.0,75.0,62.0,61.0,39.0,57.0,50.0,59,74,3000.0,350000.0
L. Cuesta,Colombia,La Equidad,RM ST ,23,1445,67.0,32.0,80.0,72.0,67.0,44.0,56.0,31.0,68.0,63.0,29.0,51.0,77.0,41.0,52.0,59.0,48.0,51.0,57.0,65.0,57.0,46.0,45.0,58.0,49.0,59,65,1000.0,220000.0
D. Ingham,New Zealand,Brisbane Roar,RM RWB RB ,18,1550,74.0,54.0,63.0,78.0,58.0,57.0,57.0,50.0,61.0,41.0,28.0,44.0,62.0,48.0,34.0,34.0,57.0,55.0,42.0,72.0,63.0,42.0,38.0,63.0,54.0,59,73,1000.0,290000.0
R. Dadashov,Azerbaijan,Eintracht Frankfurt,ST ,18,1441,68.0,49.0,68.0,66.0,58.0,51.0,37.0,45.0,57.0,60.0,38.0,50.0,68.0,36.0,53.0,58.0,55.0,54.0,59.0,67.0,55.0,42.0,55.0,68.0,56.0,59,75,3000.0,325000.0
S. Ribéry,France,GFC Ajaccio,RW ,21,1506,67.0,41.0,61.0,66.0,63.0,49.0,59.0,49.0,59.0,63.0,41.0,55.0,65.0,47.0,62.0,55.0,61.0,47.0,65.0,68.0,47.0,49.0,55.0,73.0,45.0,59,69,1000.0,250000.0
A. Nkosi,South Africa,Orlando Pirates,ST ,24,1367,66.0,30.0,52.0,63.0,61.0,49.0,58.0,37.0,61.0,62.0,25.0,60.0,60.0,31.0,57.0,59.0,56.0,58.0,52.0,64.0,55.0,43.0,42.0,56.0,48.0,59,63,1000.0,210000.0
J. Brophy,England,Swindon Town,LM LB LWB ,22,1571,75.0,53.0,79.0,69.0,55.0,54.0,58.0,50.0,70.0,35.0,48.0,42.0,63.0,42.0,34.0,40.0,60.0,51.0,47.0,78.0,60.0,49.0,40.0,57.0,51.0,59,68,2000.0,200000.0
R. Wolsztyński,Poland,Górnik Zabrze,ST ,22,1465,64.0,31.0,64.0,70.0,55.0,56.0,48.0,48.0,58.0,59.0,29.0,53.0,83.0,46.0,50.0,54.0,58.0,53.0,55.0,70.0,61.0,55.0,51.0,60.0,60.0,59,65,1000.0,220000.0
J. Macías,Mexico,Guadalajara,ST ,17,1389,53.0,29.0,59.0,69.0,53.0,54.0,40.0,39.0,58.0,61.0,37.0,65.0,60.0,34.0,52.0,73.0,55.0,54.0,59.0,63.0,52.0,48.0,47.0,56.0,59.0,59,76,5000.0,300000.0
R. Sawakami,Japan,Cerezo Osaka,ST ,23,1458,68.0,65.0,73.0,63.0,60.0,53.0,27.0,36.0,47.0,63.0,26.0,65.0,61.0,47.0,52.0,63.0,45.0,58.0,49.0,71.0,67.0,64.0,39.0,77.0,56.0,59,65,1000.0,220000.0
A. Al Najjar,Saudi Arabia,Al Ittihad,RW RM ,20,1399,79.0,32.0,66.0,81.0,59.0,49.0,49.0,45.0,63.0,55.0,36.0,42.0,51.0,47.0,47.0,51.0,52.0,53.0,56.0,80.0,56.0,50.0,38.0,26.0,46.0,59,71,4000.0,280000.0
E. Brophy,Scotland,Kilmarnock,CAM ST ,21,1548,74.0,59.0,73.0,63.0,59.0,50.0,32.0,51.0,57.0,58.0,41.0,56.0,78.0,43.0,46.0,60.0,55.0,55.0,61.0,69.0,72.0,62.0,49.0,69.0,54.0,59,71,1000.0,280000.0
M. Rasmussen,Norway,FC Nordsjælland,CM LW ,19,1653,68.0,53.0,74.0,82.0,63.0,59.0,60.0,44.0,62.0,41.0,60.0,43.0,88.0,61.0,62.0,50.0,57.0,63.0,62.0,61.0,63.0,50.0,37.0,41.0,53.0,59,69,2000.0,240000.0
J. Álvarez,Argentina,Chacarita Juniors,LW LM ,19,1481,69.0,40.0,52.0,70.0,66.0,55.0,56.0,49.0,71.0,48.0,43.0,48.0,44.0,52.0,43.0,60.0,46.0,51.0,65.0,66.0,48.0,57.0,55.0,51.0,41.0,59,74,1000.0,325000.0
A. Vlachomitros,Greece,AEK Athens,ST LM ,19,1559,84.0,46.0,80.0,79.0,64.0,52.0,52.0,64.0,68.0,58.0,42.0,42.0,64.0,33.0,52.0,59.0,48.0,52.0,59.0,75.0,45.0,44.0,54.0,45.0,50.0,59,67,1000.0,220000.0
M. Rodríguez,Argentina,Chacarita Juniors,RW ,24,1435,57.0,30.0,56.0,80.0,66.0,53.0,51.0,51.0,78.0,68.0,45.0,40.0,42.0,48.0,49.0,67.0,46.0,51.0,69.0,63.0,41.0,47.0,61.0,36.0,42.0,59,64,2000.0,210000.0
S. Humphrys,England,Fulham,ST ,19,1376,65.0,29.0,59.0,62.0,57.0,49.0,31.0,42.0,56.0,59.0,29.0,59.0,69.0,28.0,52.0,61.0,56.0,41.0,55.0,70.0,58.0,48.0,38.0,86.0,49.0,59,71,4000.0,270000.0
D. Tutonda,DR Congo,Barnet,LB LWB ,21,1562,81.0,43.0,82.0,76.0,59.0,50.0,55.0,40.0,61.0,42.0,40.0,45.0,55.0,35.0,43.0,34.0,52.0,51.0,45.0,77.0,66.0,47.0,39.0,70.0,53.0,59,64,1000.0,180000.0
A. Williams,England,Newport County,ST ,23,1518,68.0,53.0,56.0,59.0,52.0,50.0,45.0,45.0,51.0,60.0,39.0,55.0,71.0,49.0,56.0,61.0,55.0,59.0,64.0,73.0,84.0,42.0,42.0,76.0,49.0,59,68,2000.0,240000.0
C. Calvert,United States,Colorado Rapids,ST ,20,1436,68.0,74.0,61.0,62.0,60.0,49.0,25.0,35.0,54.0,55.0,23.0,62.0,69.0,24.0,44.0,54.0,59.0,50.0,55.0,67.0,61.0,44.0,49.0,77.0,56.0,59,69,1000.0,260000.0
C. Guanca,Argentina,Colon de Santa Fe,ST LM ,24,1520,69.0,45.0,66.0,64.0,61.0,67.0,50.0,42.0,62.0,62.0,25.0,51.0,59.0,45.0,61.0,44.0,53.0,60.0,65.0,68.0,64.0,45.0,52.0,72.0,53.0,59,62,2000.0,200000.0
P. Skapetis,Australia,Brisbane Roar,ST ,22,1475,68.0,44.0,60.0,65.0,55.0,54.0,56.0,47.0,55.0,59.0,38.0,53.0,57.0,49.0,53.0,66.0,60.0,56.0,52.0,70.0,59.0,51.0,45.0,58.0,62.0,59,67,1000.0,230000.0
J. McQuoid,Northern Ireland,Luton Town,RM ST ,27,1606,78.0,38.0,81.0,74.0,56.0,52.0,50.0,66.0,55.0,57.0,42.0,52.0,62.0,40.0,56.0,57.0,59.0,54.0,61.0,76.0,71.0,50.0,56.0,58.0,54.0,59,59,3000.0,170000.0
A. Al Aryani,Saudi Arabia,Al Ittihad,RM ST ,21,1420,74.0,47.0,64.0,76.0,59.0,42.0,49.0,32.0,60.0,62.0,32.0,53.0,62.0,47.0,49.0,61.0,59.0,47.0,55.0,72.0,54.0,47.0,44.0,47.0,53.0,59,69,5000.0,260000.0
C. Main,England,Portsmouth,ST ,25,1505,57.0,63.0,60.0,57.0,54.0,46.0,45.0,42.0,52.0,52.0,31.0,52.0,80.0,45.0,51.0,57.0,62.0,49.0,73.0,64.0,61.0,37.0,58.0,79.0,58.0,59,63,2000.0,200000.0
J. Shaibu,Denmark,Brentford,ST ,19,1403,77.0,25.0,61.0,63.0,61.0,50.0,30.0,50.0,58.0,60.0,29.0,57.0,77.0,35.0,54.0,70.0,60.0,40.0,50.0,81.0,55.0,42.0,34.0,69.0,42.0,59,72,4000.0,290000.0
V. Ramis,Argentina,Godoy Cruz,RW RM ST ,22,1396,65.0,26.0,57.0,64.0,60.0,41.0,33.0,45.0,55.0,60.0,40.0,64.0,65.0,38.0,51.0,56.0,54.0,48.0,61.0,63.0,61.0,44.0,52.0,58.0,56.0,59,64,2000.0,210000.0
B. Varga,Hungary,SV Mattersburg,ST ,23,1403,67.0,32.0,70.0,69.0,56.0,54.0,32.0,47.0,48.0,58.0,29.0,57.0,67.0,32.0,54.0,57.0,59.0,52.0,62.0,67.0,61.0,53.0,49.0,60.0,62.0,59,67,3000.0,230000.0
Vera,Spain,Córdoba CF,LM CF ,20,1476,64.0,39.0,54.0,75.0,56.0,49.0,39.0,61.0,64.0,63.0,42.0,62.0,65.0,53.0,60.0,62.0,58.0,56.0,61.0,61.0,57.0,54.0,60.0,38.0,56.0,59,68,2000.0,240000.0
Lara,Spain,Sevilla Atlético,LW ,17,1477,72.0,33.0,64.0,71.0,66.0,49.0,60.0,57.0,59.0,58.0,49.0,45.0,47.0,51.0,46.0,61.0,52.0,55.0,59.0,75.0,44.0,51.0,53.0,46.0,43.0,59,72,1000.0,270000.0
N. Kabamba,England,Colchester United,ST ,24,1342,75.0,45.0,62.0,50.0,46.0,41.0,26.0,34.0,44.0,60.0,26.0,62.0,66.0,25.0,56.0,45.0,54.0,50.0,65.0,76.0,65.0,43.0,54.0,80.0,42.0,59,66,2000.0,220000.0
D. Southwell,England,Wycombe Wanderers,RW ST ,23,1449,67.0,34.0,58.0,63.0,58.0,55.0,42.0,38.0,55.0,64.0,36.0,55.0,64.0,38.0,53.0,62.0,58.0,54.0,55.0,67.0,68.0,47.0,48.0,63.0,47.0,59,68,2000.0,240000.0
J. Parker,Antigua & Barbuda,Gillingham,RM ST ,26,1572,84.0,44.0,69.0,71.0,59.0,67.0,59.0,48.0,58.0,49.0,46.0,49.0,67.0,44.0,51.0,42.0,63.0,46.0,48.0,97.0,68.0,58.0,43.0,65.0,56.0,59,62,2000.0,200000.0
A. Zeka,Albania,LOSC Lille,RW ,18,1419,58.0,32.0,65.0,59.0,66.0,51.0,54.0,46.0,68.0,64.0,45.0,40.0,38.0,40.0,53.0,66.0,53.0,48.0,66.0,63.0,36.0,54.0,54.0,49.0,45.0,59,74,4000.0,325000.0
L. Amador,Mexico,Club América,CDM RWB ,21,1599,69.0,57.0,68.0,77.0,56.0,49.0,56.0,46.0,64.0,49.0,45.0,46.0,55.0,48.0,40.0,56.0,50.0,67.0,48.0,67.0,70.0,46.0,49.0,56.0,51.0,59,68,5000.0,210000.0
A. Terekhov,Russia,Dinamo Moscow,RW CF ,19,1468,62.0,28.0,70.0,67.0,64.0,52.0,57.0,46.0,65.0,63.0,42.0,42.0,43.0,44.0,46.0,67.0,53.0,52.0,72.0,66.0,44.0,54.0,50.0,63.0,56.0,59,77,3000.0,325000.0
B. Waters,England,Northampton Town,CAM RM ST ,22,1631,81.0,43.0,81.0,78.0,59.0,42.0,56.0,57.0,59.0,58.0,45.0,45.0,55.0,54.0,47.0,48.0,58.0,55.0,58.0,83.0,66.0,54.0,54.0,56.0,55.0,59,65,1000.0,220000.0
M. Slavov,Ukraine,Chemnitzer FC,ST ,26,1373,57.0,55.0,40.0,33.0,55.0,37.0,30.0,53.0,46.0,58.0,43.0,68.0,42.0,32.0,63.0,39.0,54.0,34.0,61.0,62.0,50.0,50.0,45.0,90.0,63.0,59,60,1000.0,190000.0
T. Nishimura,Japan,Vegalta Sendai,CF ST ,20,1421,73.0,29.0,56.0,65.0,53.0,57.0,44.0,49.0,58.0,63.0,33.0,54.0,66.0,47.0,49.0,60.0,51.0,52.0,63.0,77.0,59.0,42.0,48.0,68.0,51.0,59,69,1000.0,260000.0
Yoo Seung Min,Korea Republic,Jeonbuk Hyundai Motors,LW ,18,1489,72.0,42.0,73.0,62.0,53.0,53.0,59.0,58.0,57.0,55.0,41.0,38.0,42.0,51.0,50.0,55.0,58.0,57.0,68.0,77.0,58.0,49.0,52.0,50.0,59.0,59,70,1000.0,250000.0
T. Tanaka,Japan,Albirex Niigata,LM ST ,34,1580,41.0,58.0,78.0,89.0,63.0,57.0,62.0,46.0,69.0,64.0,50.0,48.0,80.0,42.0,67.0,59.0,64.0,54.0,59.0,42.0,71.0,64.0,57.0,37.0,55.0,59,59,1000.0,80000.0
I. Young,United States,Werder Bremen II,RW ST ,19,1446,79.0,43.0,73.0,71.0,63.0,43.0,52.0,50.0,67.0,61.0,27.0,43.0,70.0,43.0,45.0,45.0,57.0,51.0,57.0,84.0,54.0,40.0,43.0,46.0,58.0,59,74,1000.0,325000.0
J. Harper,Scotland,Málaga CF,RW CF ST ,21,1421,72.0,32.0,71.0,65.0,56.0,50.0,34.0,37.0,63.0,59.0,32.0,52.0,61.0,46.0,55.0,61.0,57.0,54.0,58.0,74.0,54.0,57.0,45.0,60.0,55.0,59,73,3000.0,350000.0
A. Scherbakov,Russia,FC Ural,ST CAM ,19,1494,67.0,33.0,90.0,84.0,56.0,54.0,41.0,44.0,57.0,66.0,37.0,58.0,70.0,48.0,55.0,75.0,50.0,59.0,61.0,64.0,54.0,55.0,44.0,37.0,57.0,59,73,3000.0,325000.0
R. Deacon,England,Dundee FC,LB RM ST ,25,1704,82.0,48.0,82.0,75.0,57.0,42.0,56.0,54.0,58.0,56.0,37.0,54.0,83.0,44.0,55.0,57.0,54.0,53.0,58.0,79.0,69.0,51.0,45.0,68.0,56.0,59,62,1000.0,200000.0
S. Elliott,Republic of Ireland,Drogheda United,ST ,33,1499,57.0,67.0,65.0,68.0,55.0,63.0,57.0,52.0,54.0,56.0,40.0,58.0,76.0,52.0,53.0,61.0,69.0,57.0,57.0,52.0,33.0,58.0,52.0,64.0,60.0,59,59,1000.0,100000.0
B. Simakala,Germany,Borussia Mönchengladbach,CF ,20,1501,69.0,31.0,77.0,76.0,61.0,57.0,45.0,54.0,63.0,59.0,45.0,54.0,58.0,50.0,58.0,49.0,46.0,59.0,57.0,69.0,54.0,62.0,62.0,61.0,56.0,59,75,4000.0,350000.0
A. Guliev,Azerbaijan,FC Ural,ST ,21,1396,52.0,32.0,66.0,60.0,57.0,48.0,34.0,42.0,55.0,60.0,41.0,59.0,64.0,39.0,56.0,57.0,57.0,52.0,63.0,51.0,54.0,50.0,48.0,64.0,57.0,59,68,4000.0,240000.0
S. Pispas,Greece,Panathinaikos FC,ST ,19,1382,84.0,27.0,72.0,67.0,54.0,52.0,31.0,35.0,54.0,60.0,32.0,55.0,59.0,29.0,53.0,60.0,63.0,45.0,57.0,80.0,63.0,48.0,41.0,49.0,53.0,59,73,1000.0,325000.0
E. Stokes,Republic of Ireland,Leeds United,ST ,21,1438,69.0,43.0,72.0,76.0,56.0,44.0,31.0,52.0,57.0,60.0,39.0,57.0,62.0,39.0,56.0,65.0,58.0,49.0,57.0,73.0,51.0,47.0,49.0,56.0,49.0,59,70,4000.0,270000.0
D. Ladan,Netherlands,ADO Den Haag,ST ,17,1426,68.0,29.0,75.0,72.0,61.0,50.0,34.0,45.0,62.0,63.0,39.0,50.0,62.0,39.0,58.0,54.0,56.0,47.0,52.0,74.0,49.0,51.0,47.0,47.0,58.0,59,74,1000.0,300000.0
H. Hope,England,Carlisle United,LW ST ,23,1468,73.0,44.0,57.0,72.0,53.0,58.0,56.0,54.0,46.0,62.0,61.0,46.0,50.0,37.0,56.0,62.0,64.0,49.0,62.0,75.0,66.0,31.0,46.0,60.0,54.0,59,64,2000.0,210000.0
K. Tagawa,Japan,Sagan Tosu,ST ,18,1465,79.0,61.0,75.0,66.0,59.0,48.0,29.0,31.0,54.0,65.0,31.0,44.0,64.0,48.0,42.0,57.0,61.0,56.0,50.0,82.0,70.0,40.0,32.0,71.0,47.0,59,70,1000.0,250000.0
S. Surridge,England,Yeovil Town,ST ,18,1436,50.0,59.0,59.0,59.0,60.0,54.0,33.0,38.0,54.0,58.0,28.0,60.0,63.0,31.0,53.0,55.0,58.0,52.0,65.0,63.0,63.0,49.0,54.0,71.0,52.0,59,72,5000.0,280000.0
R. Marín,Mexico,Club América,ST ,19,1451,68.0,28.0,61.0,61.0,51.0,54.0,37.0,49.0,51.0,63.0,39.0,62.0,65.0,42.0,54.0,68.0,54.0,59.0,57.0,68.0,68.0,53.0,47.0,62.0,59.0,59,76,5000.0,325000.0
Sergio Benito,Spain,Rayo Vallecano,ST ,18,1483,63.0,36.0,50.0,75.0,58.0,48.0,36.0,56.0,71.0,62.0,37.0,52.0,54.0,45.0,62.0,69.0,42.0,59.0,70.0,57.0,65.0,59.0,60.0,50.0,61.0,59,73,1000.0,325000.0
T. Heardman,England,Bury,ST ,21,1419,44.0,55.0,47.0,47.0,52.0,50.0,37.0,42.0,59.0,62.0,30.0,66.0,65.0,38.0,56.0,61.0,59.0,50.0,59.0,45.0,54.0,58.0,51.0,71.0,52.0,59,67,7000.0,230000.0
J. Cortés,Colombia,Atlético Bucaramanga,ST ,22,1413,79.0,37.0,63.0,68.0,51.0,51.0,34.0,33.0,58.0,59.0,32.0,52.0,68.0,28.0,56.0,60.0,53.0,44.0,63.0,76.0,64.0,44.0,47.0,63.0,56.0,59,67,1000.0,230000.0
K. Ikeda,Japan,Sagan Tosu,ST CF ,30,1431,67.0,40.0,69.0,65.0,61.0,55.0,30.0,46.0,62.0,60.0,42.0,52.0,60.0,50.0,52.0,62.0,50.0,62.0,52.0,63.0,52.0,67.0,55.0,65.0,53.0,59,59,1000.0,150000.0
J. Rijkers,Netherlands,VVV-Venlo,LW ,18,1536,67.0,50.0,78.0,62.0,62.0,56.0,58.0,58.0,61.0,54.0,51.0,58.0,55.0,48.0,58.0,60.0,51.0,55.0,60.0,68.0,50.0,51.0,56.0,57.0,49.0,59,69,1000.0,230000.0
A. May,England,Doncaster Rovers,ST ,23,1551,84.0,70.0,80.0,80.0,57.0,49.0,31.0,30.0,64.0,61.0,29.0,34.0,60.0,27.0,57.0,63.0,55.0,52.0,61.0,85.0,71.0,51.0,47.0,57.0,59.0,59,66,2000.0,220000.0
F. Álvarez,Argentina,Atlético Tucumán,ST ,24,1595,63.0,49.0,72.0,61.0,65.0,52.0,57.0,57.0,69.0,52.0,49.0,45.0,60.0,58.0,63.0,54.0,53.0,57.0,61.0,77.0,74.0,69.0,56.0,61.0,61.0,59,66,2000.0,220000.0
E. Sánchez,Mexico,Pachuca,ST ,17,1410,68.0,29.0,66.0,75.0,54.0,48.0,38.0,41.0,48.0,65.0,36.0,63.0,68.0,39.0,59.0,65.0,59.0,50.0,60.0,67.0,57.0,45.0,45.0,34.0,59.0,59,74,3000.0,300000.0
B. Gschweidl,Austria,Wolfsberger AC,ST ,21,1439,70.0,37.0,58.0,69.0,58.0,47.0,32.0,37.0,57.0,62.0,32.0,59.0,73.0,29.0,52.0,67.0,55.0,43.0,54.0,74.0,69.0,47.0,45.0,65.0,54.0,59,68,2000.0,240000.0
Idrisa Sambú,Portugal,Spartak Moscow,RW LW ,19,1465,71.0,31.0,53.0,58.0,65.0,52.0,54.0,47.0,73.0,61.0,47.0,48.0,48.0,41.0,50.0,66.0,49.0,47.0,68.0,74.0,69.0,46.0,47.0,57.0,40.0,59,74,5000.0,325000.0
A. Arce,Mexico,U.N.A.M.,ST ,20,1393,46.0,30.0,58.0,69.0,55.0,49.0,41.0,45.0,53.0,64.0,32.0,70.0,62.0,39.0,62.0,66.0,59.0,48.0,61.0,53.0,53.0,48.0,49.0,60.0,51.0,59,67,3000.0,230000.0
M. Eid,Palestine,Kalmar FF,ST ,24,1448,66.0,63.0,66.0,69.0,55.0,52.0,41.0,43.0,56.0,59.0,36.0,55.0,59.0,40.0,56.0,61.0,55.0,53.0,60.0,61.0,60.0,49.0,57.0,76.0,51.0,59,65,1000.0,220000.0
H. Lorentzen,Norway,Sandefjord Fotball,ST ,19,1398,66.0,28.0,73.0,65.0,58.0,52.0,33.0,36.0,63.0,62.0,32.0,53.0,66.0,31.0,47.0,65.0,56.0,53.0,59.0,68.0,52.0,45.0,50.0,57.0,57.0,59,69,1000.0,250000.0
S. Matic,Sweden,AFC Eskilstuna,ST LM ,23,1465,71.0,51.0,63.0,67.0,58.0,48.0,51.0,46.0,63.0,54.0,41.0,44.0,56.0,44.0,41.0,47.0,57.0,57.0,53.0,75.0,70.0,52.0,42.0,57.0,50.0,59,64,1000.0,210000.0
J. Singh,India,,RM ST ,25,1527,86.0,32.0,77.0,80.0,59.0,52.0,47.0,58.0,58.0,60.0,59.0,40.0,53.0,35.0,59.0,65.0,53.0,50.0,68.0,82.0,66.0,50.0,55.0,59.0,51.0,59,62,0.0,0.0
E. Skaasheim,Norway,Sogndal,RB RWB ,24,1551,65.0,50.0,72.0,65.0,58.0,60.0,55.0,37.0,52.0,45.0,39.0,45.0,55.0,51.0,37.0,31.0,49.0,56.0,59.0,66.0,71.0,52.0,47.0,65.0,60.0,59,62,1000.0,160000.0
S. Shimizu,Japan,Omiya Ardija,ST ,24,1426,66.0,34.0,60.0,68.0,48.0,52.0,48.0,43.0,45.0,60.0,30.0,56.0,72.0,44.0,53.0,59.0,58.0,53.0,58.0,71.0,52.0,47.0,46.0,90.0,55.0,59,63,1000.0,210000.0
R. Muhammed,France,Sarpsborg 08 FF,RM ST ,23,1577,92.0,56.0,75.0,66.0,55.0,48.0,53.0,46.0,59.0,55.0,57.0,52.0,67.0,41.0,51.0,58.0,52.0,53.0,58.0,92.0,73.0,53.0,49.0,74.0,47.0,59,64,1000.0,210000.0
S. Beattie,Republic of Ireland,Cork City,RW RB ,28,1719,80.0,72.0,88.0,64.0,56.0,57.0,56.0,60.0,59.0,57.0,57.0,57.0,61.0,45.0,54.0,59.0,58.0,55.0,63.0,78.0,69.0,52.0,53.0,57.0,58.0,59,59,1000.0,120000.0
G. Borello,Italy,Crotone,RW ,18,1477,60.0,35.0,58.0,91.0,67.0,49.0,62.0,57.0,68.0,50.0,47.0,42.0,49.0,42.0,46.0,62.0,50.0,59.0,64.0,57.0,48.0,60.0,56.0,33.0,44.0,59,76,1000.0,325000.0
F. Yiğit,Turkey,Evkur Yeni Malatyaspor,RM ST ,22,1432,66.0,29.0,56.0,70.0,57.0,54.0,37.0,52.0,72.0,63.0,34.0,50.0,56.0,40.0,64.0,73.0,41.0,56.0,69.0,64.0,56.0,53.0,59.0,47.0,56.0,59,66,2000.0,220000.0
K. Mellor,England,Blackpool,RWB RB ,26,1495,69.0,58.0,70.0,49.0,53.0,38.0,56.0,43.0,55.0,20.0,27.0,66.0,69.0,47.0,28.0,34.0,62.0,58.0,34.0,64.0,70.0,46.0,15.0,69.0,46.0,59,61,2000.0,150000.0
O. Sowunmi,England,Yeovil Town,ST CB ,21,1296,67.0,48.0,32.0,33.0,31.0,56.0,32.0,28.0,28.0,34.0,28.0,64.0,75.0,23.0,22.0,36.0,40.0,33.0,44.0,62.0,62.0,33.0,25.0,91.0,44.0,59,71,1000.0,250000.0
M. Skenderović,Germany,TSG 1899 Hoffenheim,ST ,19,1381,54.0,32.0,65.0,64.0,63.0,54.0,36.0,47.0,58.0,64.0,41.0,53.0,62.0,39.0,56.0,55.0,59.0,48.0,58.0,50.0,51.0,48.0,53.0,53.0,55.0,59,75,3000.0,325000.0
S. Al Mutairi,Saudi Arabia,Al Batin,ST ,29,1419,75.0,53.0,65.0,74.0,53.0,45.0,33.0,32.0,58.0,59.0,31.0,57.0,60.0,27.0,51.0,60.0,57.0,40.0,60.0,78.0,63.0,49.0,52.0,61.0,50.0,59,59,2000.0,160000.0
R. Cretaro,Republic of Ireland,Sligo Rovers,RM CAM ST ,35,1581,71.0,58.0,77.0,88.0,60.0,56.0,51.0,50.0,60.0,64.0,49.0,58.0,88.0,51.0,55.0,62.0,57.0,57.0,57.0,61.0,34.0,52.0,57.0,33.0,57.0,59,59,1000.0,70000.0
C. Iwasa,United States,Sporting Kansas City,ST ,23,1538,69.0,60.0,65.0,69.0,54.0,51.0,33.0,44.0,51.0,54.0,47.0,60.0,71.0,41.0,60.0,64.0,55.0,50.0,65.0,79.0,73.0,49.0,51.0,66.0,54.0,59,66,1000.0,220000.0
Rodrigo,Brazil,Limerick FC,LW ST ,34,1534,45.0,55.0,64.0,54.0,60.0,54.0,54.0,47.0,60.0,57.0,50.0,64.0,40.0,53.0,57.0,59.0,59.0,59.0,63.0,49.0,49.0,60.0,52.0,60.0,51.0,59,59,1000.0,80000.0
L. Kinsella,England,Colchester United,LWB LB ,22,1493,68.0,65.0,58.0,65.0,54.0,49.0,55.0,37.0,56.0,32.0,35.0,50.0,62.0,40.0,47.0,38.0,41.0,52.0,29.0,66.0,60.0,46.0,30.0,60.0,58.0,59,65,2000.0,180000.0
