Age,Special,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Overall,Potential,Value,Wage
23,1076,59.0,60.0,63.0,64.0,68.0,64,74,550000.0,2000.0
29,1065,59.0,64.0,59.0,63.0,66.0,64,64,300000.0,1000.0
28,1088,64.0,60.0,55.0,64.0,68.0,64,65,375000.0,2000.0
21,1040,67.0,62.0,61.0,60.0,69.0,64,73,525000.0,2000.0
27,1063,64.0,61.0,59.0,62.0,67.0,64,64,300000.0,2000.0
26,980,61.0,66.0,66.0,65.0,64.0,64,66,375000.0,1000.0
34,941,64.0,60.0,59.0,64.0,66.0,64,64,180000.0,11000.0
26,905,64.0,61.0,63.0,60.0,71.0,64,68,400000.0,2000.0
21,1010,61.0,61.0,64.0,63.0,66.0,64,73,525000.0,1000.0
20,916,68.0,60.0,78.0,55.0,66.0,64,74,575000.0,1000.0
25,1085,67.0,63.0,55.0,58.0,66.0,64,68,425000.0,2000.0
21,1109,65.0,66.0,66.0,65.0,63.0,64,78,825000.0,8000.0
25,1016,64.0,65.0,57.0,61.0,64.0,64,70,450000.0,11000.0
32,935,59.0,59.0,62.0,64.0,69.0,64,64,260000.0,1000.0
24,1038,60.0,63.0,65.0,61.0,69.0,64,70,450000.0,2000.0
31,1050,63.0,61.0,69.0,61.0,66.0,64,64,270000.0,8000.0
19,1018,69.0,60.0,63.0,59.0,68.0,64,75,575000.0,2000.0
29,1105,64.0,60.0,66.0,61.0,68.0,64,64,300000.0,2000.0
22,1082,66.0,66.0,67.0,62.0,65.0,64,74,550000.0,3000.0
23,1158,61.0,65.0,62.0,65.0,61.0,64,69,425000.0,2000.0
36,1099,63.0,61.0,60.0,64.0,67.0,64,64,60000.0,1000.0
30,1066,59.0,58.0,62.0,71.0,63.0,64,64,0.0,0.0
26,1029,64.0,60.0,64.0,62.0,68.0,64,67,400000.0,2000.0
35,1099,64.0,64.0,63.0,62.0,68.0,64,64,110000.0,1000.0
25,1099,66.0,63.0,66.0,62.0,66.0,64,67,0.0,0.0
34,1054,63.0,62.0,62.0,62.0,65.0,64,64,180000.0,1000.0
26,1032,64.0,60.0,55.0,64.0,62.0,64,67,400000.0,11000.0
33,1079,64.0,58.0,56.0,65.0,66.0,64,64,230000.0,1000.0
18,934,60.0,61.0,63.0,67.0,69.0,64,76,575000.0,2000.0
27,1037,64.0,61.0,61.0,64.0,66.0,64,66,375000.0,1000.0
24,1173,59.0,65.0,65.0,66.0,64.0,64,66,400000.0,2000.0
34,1016,70.0,67.0,68.0,63.0,52.0,64,64,180000.0,3000.0
23,1056,64.0,60.0,62.0,63.0,67.0,64,72,500000.0,9000.0
21,938,64.0,68.0,61.0,60.0,67.0,64,74,575000.0,4000.0
25,1053,69.0,60.0,59.0,66.0,63.0,64,69,425000.0,4000.0
22,1164,65.0,64.0,62.0,62.0,66.0,64,72,500000.0,2000.0
23,1081,66.0,60.0,55.0,65.0,68.0,64,72,500000.0,2000.0
27,952,67.0,58.0,53.0,66.0,66.0,64,65,350000.0,1000.0
21,1010,67.0,62.0,59.0,60.0,66.0,64,74,575000.0,2000.0
23,1067,64.0,60.0,55.0,62.0,67.0,64,69,425000.0,1000.0
21,998,65.0,57.0,57.0,59.0,66.0,63,72,425000.0,1000.0
26,1110,63.0,57.0,68.0,72.0,61.0,63,67,325000.0,2000.0
33,1370,68.0,43.0,64.0,64.0,72.0,63,63,190000.0,1000.0
23,1170,62.0,58.0,63.0,60.0,65.0,63,68,350000.0,3000.0
23,948,64.0,64.0,60.0,62.0,65.0,63,69,375000.0,1000.0
25,1130,63.0,62.0,57.0,60.0,65.0,63,66,325000.0,1000.0
21,1066,65.0,62.0,57.0,60.0,64.0,63,72,425000.0,1000.0
21,1129,73.0,58.0,68.0,56.0,69.0,63,73,450000.0,2000.0
23,1062,63.0,60.0,61.0,62.0,63.0,63,71,400000.0,1000.0
25,1098,67.0,64.0,67.0,61.0,63.0,63,66,325000.0,6000.0
21,1017,64.0,61.0,60.0,59.0,64.0,63,73,450000.0,1000.0
25,885,56.0,72.0,62.0,63.0,63.0,63,63,260000.0,2000.0
22,1127,59.0,64.0,54.0,67.0,62.0,63,75,525000.0,3000.0
39,1044,65.0,59.0,64.0,63.0,64.0,63,63,0.0,0.0
33,1105,61.0,63.0,65.0,63.0,65.0,63,63,190000.0,2000.0
23,1088,64.0,62.0,58.0,59.0,68.0,63,68,350000.0,1000.0
25,1106,63.0,64.0,55.0,60.0,61.0,63,68,350000.0,1000.0
21,841,64.0,61.0,59.0,65.0,60.0,63,71,400000.0,6000.0
31,1122,59.0,59.0,57.0,64.0,66.0,63,63,220000.0,2000.0
19,940,64.0,60.0,59.0,60.0,64.0,63,79,650000.0,3000.0
21,1008,63.0,64.0,62.0,60.0,65.0,63,71,400000.0,1000.0
23,1070,67.0,57.0,56.0,62.0,68.0,63,72,425000.0,2000.0
24,1086,64.0,63.0,64.0,60.0,63.0,63,68,350000.0,1000.0
20,927,63.0,60.0,57.0,61.0,66.0,63,74,500000.0,2000.0
24,1075,68.0,63.0,51.0,56.0,69.0,63,70,375000.0,1000.0
33,1078,65.0,60.0,53.0,62.0,65.0,63,63,190000.0,2000.0
22,866,64.0,62.0,64.0,55.0,68.0,63,70,375000.0,2000.0
35,1029,63.0,59.0,58.0,63.0,63.0,63,63,90000.0,1000.0
20,1024,61.0,63.0,72.0,60.0,59.0,63,75,525000.0,3000.0
31,1197,61.0,62.0,60.0,62.0,62.0,63,63,220000.0,2000.0
28,895,64.0,61.0,62.0,63.0,60.0,63,63,260000.0,2000.0
23,1042,63.0,61.0,57.0,61.0,63.0,63,73,450000.0,1000.0
25,1073,68.0,62.0,61.0,62.0,62.0,63,66,325000.0,1000.0
36,1030,68.0,60.0,54.0,62.0,61.0,63,63,50000.0,1000.0
36,860,61.0,58.0,56.0,74.0,63.0,63,63,50000.0,1000.0
22,1198,53.0,69.0,59.0,68.0,64.0,63,72,425000.0,3000.0
26,919,64.0,61.0,57.0,58.0,67.0,63,68,350000.0,3000.0
28,1094,59.0,64.0,53.0,65.0,67.0,63,63,260000.0,1000.0
24,1013,63.0,65.0,59.0,60.0,64.0,63,69,375000.0,2000.0
18,1066,63.0,61.0,60.0,62.0,65.0,63,81,625000.0,5000.0
31,1005,59.0,68.0,66.0,63.0,59.0,63,63,220000.0,4000.0
35,1105,63.0,61.0,62.0,65.0,62.0,63,63,90000.0,1000.0
27,1019,66.0,62.0,58.0,62.0,66.0,63,65,300000.0,3000.0
28,1045,62.0,61.0,58.0,62.0,65.0,63,63,260000.0,1000.0
23,994,63.0,59.0,57.0,58.0,65.0,63,69,375000.0,3000.0
22,1094,64.0,59.0,65.0,58.0,69.0,63,74,500000.0,2000.0
26,1143,63.0,62.0,60.0,62.0,62.0,63,64,300000.0,2000.0
22,897,64.0,60.0,54.0,64.0,61.0,63,72,425000.0,1000.0
19,1207,66.0,62.0,59.0,64.0,63.0,63,72,425000.0,1000.0
29,1082,65.0,57.0,58.0,62.0,66.0,63,63,250000.0,2000.0
17,1184,63.0,58.0,63.0,61.0,64.0,63,83,600000.0,1000.0
34,1075,61.0,63.0,55.0,65.0,64.0,63,63,150000.0,2000.0
33,1145,68.0,43.0,64.0,64.0,72.0,63,63,190000.0,2000.0
32,1133,64.0,59.0,61.0,61.0,66.0,63,63,210000.0,1000.0
19,851,68.0,63.0,61.0,59.0,66.0,63,77,650000.0,1000.0
25,1055,67.0,56.0,58.0,62.0,65.0,63,67,350000.0,1000.0
34,1080,59.0,64.0,58.0,64.0,59.0,63,63,150000.0,1000.0
40,1051,67.0,56.0,56.0,65.0,61.0,63,63,20000.0,1000.0
26,1121,62.0,60.0,56.0,64.0,66.0,63,65,300000.0,1000.0
29,1035,59.0,61.0,62.0,62.0,64.0,63,63,250000.0,1000.0
30,1018,66.0,59.0,63.0,65.0,63.0,63,63,240000.0,2000.0
26,915,61.0,62.0,60.0,63.0,66.0,63,67,325000.0,2000.0
20,1009,62.0,64.0,68.0,60.0,66.0,63,71,400000.0,4000.0
18,910,59.0,66.0,63.0,69.0,57.0,63,72,375000.0,1000.0
22,975,52.0,63.0,68.0,71.0,56.0,63,72,425000.0,2000.0
31,1073,62.0,62.0,50.0,58.0,66.0,63,63,220000.0,1000.0
21,1074,64.0,60.0,57.0,62.0,65.0,63,73,450000.0,2000.0
19,903,64.0,63.0,60.0,66.0,63.0,63,81,650000.0,3000.0
24,1064,63.0,60.0,58.0,64.0,63.0,63,69,375000.0,2000.0
28,1052,66.0,64.0,64.0,60.0,63.0,63,65,300000.0,2000.0
25,1087,65.0,59.0,61.0,61.0,69.0,63,64,300000.0,1000.0
23,1072,61.0,62.0,64.0,61.0,65.0,63,69,375000.0,6000.0
27,1007,64.0,61.0,64.0,62.0,64.0,63,65,300000.0,2000.0
24,1176,61.0,62.0,61.0,63.0,64.0,63,69,375000.0,1000.0
25,932,56.0,72.0,62.0,63.0,63.0,63,63,260000.0,1000.0
28,1071,61.0,64.0,48.0,69.0,63.0,63,64,300000.0,2000.0
32,1021,64.0,61.0,59.0,62.0,63.0,63,63,210000.0,1000.0
26,1045,62.0,59.0,57.0,62.0,69.0,63,67,325000.0,6000.0
28,1061,63.0,67.0,59.0,68.0,54.0,63,63,260000.0,5000.0
28,1041,64.0,62.0,63.0,66.0,63.0,63,63,260000.0,2000.0
22,938,63.0,62.0,65.0,60.0,63.0,63,69,375000.0,3000.0
21,858,63.0,66.0,54.0,62.0,67.0,63,71,400000.0,3000.0
26,1061,64.0,59.0,60.0,67.0,61.0,63,67,325000.0,3000.0
26,1100,65.0,60.0,61.0,61.0,64.0,63,67,325000.0,1000.0
24,1133,65.0,66.0,57.0,59.0,60.0,63,68,350000.0,1000.0
21,1100,67.0,57.0,56.0,57.0,71.0,63,76,575000.0,2000.0
19,916,65.0,65.0,64.0,63.0,65.0,63,80,650000.0,1000.0
34,1085,62.0,63.0,68.0,60.0,63.0,63,63,150000.0,3000.0
22,1062,63.0,59.0,70.0,64.0,62.0,63,72,425000.0,4000.0
23,1034,58.0,62.0,55.0,64.0,64.0,63,69,375000.0,1000.0
21,1082,61.0,64.0,61.0,59.0,62.0,63,70,375000.0,1000.0
21,1315,62.0,61.0,61.0,63.0,64.0,63,75,525000.0,1000.0
26,906,64.0,62.0,59.0,63.0,64.0,63,64,300000.0,1000.0
23,1145,68.0,57.0,64.0,61.0,64.0,63,72,425000.0,2000.0
31,1171,61.0,62.0,59.0,62.0,62.0,63,63,220000.0,2000.0
23,1030,63.0,61.0,60.0,63.0,66.0,63,71,400000.0,7000.0
24,1064,65.0,59.0,68.0,65.0,66.0,63,66,325000.0,1000.0
32,1098,67.0,64.0,59.0,66.0,58.0,63,63,210000.0,3000.0
20,1050,65.0,60.0,61.0,58.0,67.0,63,79,675000.0,9000.0
29,1082,64.0,63.0,65.0,63.0,63.0,63,63,250000.0,1000.0
27,952,64.0,58.0,59.0,65.0,66.0,63,65,300000.0,2000.0
19,1007,63.0,61.0,61.0,62.0,65.0,63,81,650000.0,2000.0
26,1043,62.0,58.0,57.0,60.0,65.0,62,66,270000.0,1000.0
22,1016,64.0,60.0,72.0,57.0,61.0,62,72,375000.0,1000.0
22,1005,60.0,64.0,55.0,63.0,61.0,62,68,300000.0,1000.0
21,1077,64.0,62.0,60.0,60.0,65.0,62,72,375000.0,1000.0
29,1000,63.0,58.0,49.0,53.0,67.0,62,62,200000.0,1000.0
31,1133,62.0,61.0,63.0,61.0,60.0,62,62,180000.0,1000.0
24,1097,63.0,65.0,56.0,58.0,62.0,62,68,300000.0,1000.0
22,984,66.0,58.0,59.0,58.0,65.0,62,68,300000.0,1000.0
24,1087,61.0,61.0,59.0,60.0,63.0,62,68,300000.0,1000.0
21,1101,66.0,59.0,58.0,57.0,63.0,62,70,350000.0,3000.0
19,881,64.0,62.0,60.0,55.0,64.0,62,78,525000.0,4000.0
28,952,63.0,65.0,67.0,57.0,63.0,62,62,210000.0,2000.0
33,1086,61.0,64.0,71.0,55.0,68.0,62,62,150000.0,2000.0
25,946,65.0,53.0,50.0,64.0,69.0,62,66,280000.0,3000.0
24,988,63.0,62.0,60.0,61.0,64.0,62,67,290000.0,1000.0
24,901,63.0,55.0,55.0,64.0,61.0,62,70,325000.0,2000.0
24,1065,62.0,59.0,64.0,58.0,65.0,62,67,290000.0,2000.0
21,919,65.0,59.0,64.0,60.0,66.0,62,72,375000.0,1000.0
19,1025,65.0,58.0,52.0,61.0,63.0,62,78,525000.0,1000.0
21,998,68.0,57.0,55.0,58.0,66.0,62,74,425000.0,6000.0
26,899,67.0,59.0,67.0,49.0,66.0,62,65,260000.0,3000.0
21,824,65.0,64.0,55.0,57.0,61.0,62,70,350000.0,1000.0
17,911,63.0,61.0,58.0,58.0,65.0,62,75,400000.0,1000.0
28,1018,59.0,65.0,61.0,64.0,60.0,62,63,240000.0,1000.0
21,1088,62.0,59.0,64.0,58.0,62.0,62,75,475000.0,2000.0
22,846,65.0,61.0,63.0,56.0,67.0,62,74,425000.0,1000.0
36,955,62.0,59.0,60.0,65.0,64.0,62,62,40000.0,1000.0
20,1065,62.0,59.0,69.0,59.0,65.0,62,74,425000.0,4000.0
25,1065,65.0,62.0,58.0,59.0,61.0,62,67,290000.0,2000.0
21,824,67.0,62.0,55.0,64.0,59.0,62,71,350000.0,1000.0
21,1100,58.0,64.0,51.0,59.0,63.0,62,68,300000.0,1000.0
18,1017,62.0,61.0,64.0,60.0,64.0,62,73,375000.0,1000.0
21,945,63.0,60.0,58.0,61.0,63.0,62,70,350000.0,2000.0
20,1130,61.0,62.0,63.0,58.0,63.0,62,75,475000.0,3000.0
33,1017,61.0,66.0,61.0,64.0,57.0,62,62,150000.0,1000.0
32,910,61.0,66.0,43.0,64.0,61.0,62,62,170000.0,1000.0
33,977,68.0,58.0,65.0,54.0,68.0,62,62,150000.0,1000.0
36,1116,64.0,62.0,57.0,66.0,53.0,62,62,40000.0,1000.0
21,1055,65.0,61.0,58.0,58.0,65.0,62,69,325000.0,2000.0
30,1145,64.0,55.0,68.0,64.0,60.0,62,62,190000.0,1000.0
26,1045,63.0,61.0,59.0,61.0,64.0,62,66,270000.0,1000.0
29,1084,62.0,61.0,62.0,63.0,63.0,62,62,200000.0,1000.0
26,885,59.0,62.0,60.0,62.0,64.0,62,64,250000.0,2000.0
22,1030,64.0,58.0,59.0,61.0,64.0,62,73,400000.0,4000.0
24,966,64.0,61.0,61.0,60.0,63.0,62,70,325000.0,1000.0
24,892,58.0,57.0,65.0,65.0,69.0,62,68,300000.0,1000.0
25,1095,60.0,62.0,61.0,62.0,63.0,62,66,280000.0,4000.0
25,1010,64.0,63.0,60.0,59.0,62.0,62,66,280000.0,7000.0
24,1082,67.0,56.0,63.0,58.0,68.0,62,70,325000.0,2000.0
31,1038,61.0,62.0,66.0,56.0,63.0,62,62,180000.0,1000.0
28,1051,57.0,66.0,53.0,57.0,69.0,62,64,250000.0,2000.0
25,1038,64.0,59.0,50.0,62.0,67.0,62,64,260000.0,5000.0
32,1138,63.0,62.0,60.0,61.0,63.0,62,62,170000.0,1000.0
19,1064,67.0,61.0,62.0,59.0,61.0,62,76,525000.0,3000.0
30,978,63.0,59.0,62.0,63.0,64.0,62,62,190000.0,1000.0
25,1059,62.0,61.0,58.0,66.0,60.0,62,66,280000.0,1000.0
28,1075,61.0,56.0,52.0,59.0,70.0,62,64,250000.0,1000.0
20,1064,65.0,59.0,58.0,62.0,61.0,62,78,550000.0,6000.0
20,1127,62.0,59.0,54.0,61.0,64.0,62,75,475000.0,5000.0
30,976,65.0,60.0,55.0,59.0,61.0,62,62,190000.0,3000.0
23,1054,64.0,56.0,62.0,60.0,69.0,62,70,325000.0,1000.0
26,868,65.0,62.0,61.0,62.0,64.0,62,65,260000.0,3000.0
19,1094,65.0,57.0,56.0,56.0,68.0,62,76,525000.0,2000.0
26,957,64.0,62.0,63.0,61.0,65.0,62,66,270000.0,2000.0
31,905,58.0,61.0,60.0,61.0,63.0,62,62,180000.0,1000.0
30,1073,62.0,57.0,60.0,65.0,64.0,62,62,190000.0,1000.0
22,1086,63.0,61.0,60.0,60.0,64.0,62,69,325000.0,1000.0
25,980,61.0,66.0,57.0,65.0,57.0,62,66,280000.0,2000.0
23,876,62.0,62.0,58.0,61.0,63.0,62,70,325000.0,1000.0
22,893,63.0,62.0,56.0,58.0,63.0,62,71,350000.0,2000.0
36,984,65.0,60.0,55.0,59.0,64.0,62,62,40000.0,2000.0
26,1097,64.0,54.0,53.0,62.0,70.0,62,65,260000.0,2000.0
33,1153,61.0,64.0,71.0,55.0,68.0,62,62,150000.0,1000.0
26,960,64.0,59.0,58.0,60.0,65.0,62,65,260000.0,2000.0
26,1115,61.0,59.0,56.0,63.0,66.0,62,64,250000.0,1000.0
24,906,63.0,60.0,59.0,58.0,63.0,62,67,290000.0,1000.0
22,1039,63.0,60.0,58.0,63.0,64.0,62,70,325000.0,1000.0
18,890,64.0,62.0,60.0,62.0,64.0,62,83,575000.0,2000.0
18,890,67.0,63.0,59.0,62.0,66.0,62,80,500000.0,2000.0
26,1089,62.0,62.0,57.0,62.0,60.0,62,65,260000.0,1000.0
25,1091,66.0,58.0,60.0,62.0,61.0,62,66,280000.0,7000.0
20,1055,63.0,59.0,57.0,61.0,67.0,62,72,375000.0,2000.0
23,1044,66.0,60.0,58.0,60.0,67.0,62,68,300000.0,5000.0
24,1070,64.0,58.0,59.0,55.0,68.0,62,68,300000.0,1000.0
22,1082,63.0,62.0,61.0,61.0,63.0,62,70,325000.0,4000.0
22,1090,60.0,58.0,54.0,60.0,65.0,62,72,375000.0,6000.0
24,823,62.0,62.0,55.0,59.0,67.0,62,67,290000.0,1000.0
32,913,60.0,63.0,59.0,68.0,57.0,62,62,170000.0,1000.0
30,1033,58.0,56.0,57.0,67.0,62.0,62,63,230000.0,2000.0
26,1050,60.0,61.0,64.0,61.0,61.0,62,64,250000.0,1000.0
23,1102,62.0,60.0,50.0,60.0,64.0,62,69,325000.0,2000.0
24,1078,62.0,61.0,65.0,62.0,64.0,62,67,290000.0,3000.0
20,873,71.0,60.0,57.0,51.0,66.0,62,73,400000.0,1000.0
32,894,63.0,65.0,54.0,64.0,60.0,62,62,170000.0,2000.0
24,1046,64.0,60.0,60.0,60.0,66.0,62,68,300000.0,1000.0
22,1073,64.0,61.0,61.0,57.0,62.0,62,67,290000.0,1000.0
23,1027,64.0,58.0,68.0,60.0,65.0,62,65,270000.0,1000.0
22,931,60.0,62.0,59.0,62.0,66.0,62,72,375000.0,3000.0
17,1051,65.0,63.0,59.0,57.0,69.0,62,82,500000.0,4000.0
28,1060,65.0,55.0,53.0,59.0,66.0,62,63,240000.0,1000.0
24,1018,64.0,61.0,63.0,62.0,59.0,62,70,325000.0,1000.0
22,1047,61.0,61.0,58.0,61.0,64.0,62,70,325000.0,1000.0
28,1072,61.0,58.0,59.0,66.0,61.0,62,62,210000.0,1000.0
23,1048,61.0,58.0,61.0,59.0,61.0,61,68,260000.0,3000.0
21,935,63.0,59.0,57.0,57.0,63.0,61,70,300000.0,1000.0
26,1073,61.0,61.0,56.0,56.0,62.0,61,64,220000.0,2000.0
25,1163,62.0,57.0,61.0,59.0,62.0,61,66,240000.0,1000.0
23,994,64.0,57.0,59.0,55.0,62.0,61,70,290000.0,1000.0
23,1011,65.0,57.0,58.0,56.0,68.0,61,68,260000.0,2000.0
27,933,63.0,60.0,55.0,61.0,62.0,61,62,200000.0,1000.0
32,866,64.0,57.0,56.0,59.0,65.0,61,61,140000.0,1000.0
19,998,68.0,61.0,54.0,51.0,66.0,61,78,450000.0,1000.0
23,1017,63.0,59.0,56.0,59.0,60.0,61,68,260000.0,1000.0
22,958,62.0,59.0,59.0,57.0,61.0,61,66,240000.0,1000.0
28,1034,57.0,56.0,57.0,59.0,69.0,61,61,180000.0,3000.0
36,1054,59.0,62.0,63.0,60.0,57.0,61,61,30000.0,1000.0
33,989,59.0,60.0,59.0,64.0,62.0,61,61,130000.0,3000.0
23,997,60.0,59.0,57.0,59.0,62.0,61,69,280000.0,1000.0
37,976,61.0,63.0,66.0,61.0,57.0,61,61,20000.0,2000.0
21,993,61.0,60.0,60.0,60.0,65.0,61,73,350000.0,1000.0
25,1016,65.0,59.0,60.0,60.0,61.0,61,67,250000.0,3000.0
21,1043,62.0,59.0,58.0,59.0,61.0,61,73,350000.0,4000.0
24,938,64.0,59.0,68.0,60.0,61.0,61,67,250000.0,4000.0
30,1097,65.0,54.0,57.0,54.0,66.0,61,61,160000.0,2000.0
25,980,64.0,56.0,57.0,62.0,67.0,61,66,240000.0,1000.0
31,1087,59.0,59.0,59.0,59.0,64.0,61,61,150000.0,1000.0
24,923,63.0,61.0,55.0,60.0,59.0,61,67,250000.0,2000.0
23,1022,62.0,61.0,53.0,59.0,63.0,61,65,230000.0,2000.0
25,1007,64.0,58.0,64.0,59.0,62.0,61,65,230000.0,1000.0
24,1150,61.0,60.0,57.0,59.0,63.0,61,67,250000.0,1000.0
22,989,60.0,58.0,56.0,60.0,62.0,61,71,300000.0,1000.0
25,953,62.0,58.0,66.0,58.0,63.0,61,66,240000.0,1000.0
30,893,60.0,57.0,60.0,63.0,61.0,61,61,160000.0,2000.0
31,1055,61.0,60.0,55.0,61.0,61.0,61,61,150000.0,2000.0
20,974,60.0,59.0,57.0,62.0,61.0,61,72,350000.0,1000.0
27,1057,59.0,57.0,66.0,63.0,60.0,61,63,200000.0,1000.0
19,1088,62.0,59.0,53.0,58.0,68.0,61,80,450000.0,3000.0
35,1058,59.0,62.0,65.0,58.0,60.0,61,61,60000.0,1000.0
20,830,62.0,60.0,56.0,57.0,64.0,61,70,300000.0,1000.0
18,909,61.0,62.0,60.0,59.0,59.0,61,76,425000.0,1000.0
34,849,61.0,59.0,59.0,60.0,57.0,61,61,100000.0,2000.0
21,962,60.0,58.0,61.0,61.0,62.0,61,69,280000.0,1000.0
19,877,60.0,61.0,61.0,62.0,61.0,61,73,350000.0,1000.0
24,1037,62.0,58.0,54.0,59.0,63.0,61,68,260000.0,1000.0
35,1019,57.0,62.0,61.0,60.0,62.0,61,61,60000.0,1000.0
22,1067,62.0,60.0,57.0,63.0,62.0,61,71,300000.0,1000.0
34,1165,62.0,59.0,53.0,59.0,61.0,61,61,100000.0,2000.0
22,1042,61.0,56.0,55.0,61.0,69.0,61,70,290000.0,1000.0
27,1086,62.0,58.0,56.0,60.0,63.0,61,61,170000.0,3000.0
21,987,61.0,59.0,55.0,60.0,63.0,61,72,350000.0,1000.0
31,1036,59.0,59.0,61.0,58.0,64.0,61,61,150000.0,4000.0
19,1052,64.0,60.0,56.0,54.0,65.0,61,74,375000.0,1000.0
19,905,56.0,58.0,57.0,63.0,62.0,61,74,375000.0,1000.0
27,1102,65.0,60.0,66.0,54.0,64.0,61,63,200000.0,1000.0
24,1026,61.0,60.0,57.0,58.0,61.0,61,67,250000.0,3000.0
19,839,60.0,65.0,48.0,64.0,60.0,61,75,450000.0,1000.0
30,1013,62.0,58.0,58.0,62.0,60.0,61,61,160000.0,1000.0
20,906,60.0,61.0,68.0,57.0,66.0,61,72,350000.0,2000.0
26,971,60.0,65.0,56.0,60.0,60.0,61,66,240000.0,1000.0
20,1014,60.0,64.0,55.0,60.0,66.0,61,74,400000.0,1000.0
26,1052,58.0,53.0,52.0,67.0,60.0,61,63,210000.0,1000.0
28,1011,62.0,61.0,55.0,57.0,56.0,61,62,200000.0,2000.0
29,1063,61.0,58.0,59.0,58.0,61.0,61,63,200000.0,2000.0
20,1000,59.0,58.0,65.0,63.0,66.0,61,76,450000.0,3000.0
25,1104,60.0,58.0,59.0,59.0,63.0,61,67,250000.0,1000.0
24,856,63.0,59.0,58.0,62.0,59.0,61,67,250000.0,1000.0
25,962,67.0,50.0,49.0,57.0,68.0,61,65,230000.0,1000.0
20,1123,59.0,63.0,64.0,51.0,70.0,61,73,350000.0,1000.0
22,943,63.0,60.0,65.0,57.0,65.0,61,70,290000.0,1000.0
25,1055,58.0,64.0,60.0,65.0,57.0,61,67,250000.0,1000.0
21,871,63.0,57.0,59.0,58.0,64.0,61,67,250000.0,2000.0
33,1155,67.0,56.0,62.0,55.0,64.0,61,61,130000.0,2000.0
23,1086,63.0,56.0,48.0,61.0,65.0,61,70,290000.0,1000.0
23,1005,63.0,58.0,56.0,58.0,60.0,60,69,240000.0,1000.0
24,1138,65.0,54.0,55.0,56.0,64.0,60,65,200000.0,1000.0
21,1064,59.0,57.0,55.0,57.0,66.0,60,73,325000.0,1000.0
21,883,60.0,58.0,57.0,58.0,62.0,60,69,240000.0,1000.0
28,1032,61.0,54.0,60.0,69.0,58.0,60,60,0.0,0.0
25,1037,63.0,59.0,59.0,58.0,60.0,60,65,0.0,0.0
20,1022,63.0,57.0,58.0,57.0,62.0,60,72,290000.0,1000.0
34,1039,67.0,57.0,56.0,55.0,63.0,60,60,80000.0,1000.0
22,866,63.0,58.0,65.0,63.0,59.0,60,67,210000.0,1000.0
21,1036,57.0,60.0,58.0,60.0,58.0,60,68,230000.0,2000.0
17,1074,57.0,59.0,53.0,56.0,59.0,60,82,375000.0,1000.0
23,1050,62.0,56.0,58.0,56.0,65.0,60,65,200000.0,1000.0
27,871,56.0,56.0,51.0,69.0,61.0,60,63,170000.0,1000.0
23,881,62.0,55.0,53.0,65.0,58.0,60,67,210000.0,2000.0
33,1259,58.0,62.0,61.0,55.0,59.0,60,60,100000.0,1000.0
20,1041,67.0,58.0,56.0,53.0,63.0,60,76,375000.0,4000.0
25,996,60.0,59.0,76.0,61.0,75.0,60,66,200000.0,1000.0
23,963,59.0,62.0,58.0,60.0,56.0,60,68,230000.0,3000.0
22,1047,64.0,53.0,52.0,59.0,65.0,60,72,290000.0,1000.0
23,1000,60.0,59.0,56.0,57.0,65.0,60,66,210000.0,1000.0
22,1002,59.0,63.0,69.0,56.0,55.0,60,67,210000.0,1000.0
25,1144,57.0,59.0,66.0,66.0,57.0,60,66,200000.0,1000.0
21,1035,61.0,60.0,55.0,57.0,61.0,60,73,325000.0,3000.0
21,904,66.0,56.0,60.0,57.0,59.0,60,70,260000.0,1000.0
27,1021,59.0,55.0,61.0,58.0,61.0,60,64,180000.0,1000.0
22,927,61.0,59.0,56.0,58.0,60.0,60,66,210000.0,1000.0
21,1018,62.0,60.0,58.0,57.0,61.0,60,69,240000.0,1000.0
25,1064,72.0,53.0,53.0,55.0,59.0,60,64,190000.0,1000.0
20,853,58.0,56.0,49.0,64.0,63.0,60,70,260000.0,1000.0
20,1125,67.0,57.0,56.0,58.0,59.0,60,72,290000.0,1000.0
20,829,62.0,58.0,58.0,60.0,59.0,60,69,240000.0,1000.0
20,989,62.0,60.0,66.0,52.0,64.0,60,74,375000.0,4000.0
19,1063,58.0,62.0,69.0,54.0,59.0,60,72,280000.0,1000.0
22,847,64.0,57.0,61.0,57.0,59.0,60,68,230000.0,1000.0
22,975,62.0,56.0,61.0,58.0,62.0,60,69,240000.0,2000.0
21,973,62.0,57.0,58.0,55.0,63.0,60,70,260000.0,1000.0
28,970,62.0,55.0,56.0,58.0,64.0,60,60,150000.0,1000.0
29,967,60.0,57.0,52.0,59.0,64.0,60,60,140000.0,1000.0
27,1055,61.0,57.0,63.0,54.0,63.0,60,63,170000.0,2000.0
18,856,60.0,58.0,63.0,58.0,62.0,60,74,350000.0,1000.0
29,883,60.0,58.0,65.0,57.0,63.0,60,60,140000.0,1000.0
26,1025,58.0,60.0,48.0,53.0,69.0,60,65,190000.0,1000.0
27,1053,59.0,59.0,58.0,58.0,62.0,60,60,140000.0,1000.0
21,953,64.0,59.0,60.0,61.0,58.0,60,73,325000.0,2000.0
35,1076,63.0,57.0,65.0,57.0,63.0,60,60,50000.0,1000.0
26,948,61.0,58.0,43.0,61.0,59.0,60,65,190000.0,1000.0
